1000 15000
641 34 2134
297 871 4615
468 999 14280
364 97 6682
893 40 4252
992 352 1344
832 595 5068
369 171 5348
577 99 2206
996 80 3738
13 208 5479
376 330 3910
347 991 270
599 120 1607
747 852 1204
684 962 3764
548 692 3089
203 276 2018
108 305 5111
764 896 5430
4 697 1302
0 588 5380
882 351 338
950 507 6004
592 921 3328
314 999 62360
70 202 1473
694 535 2580
908 308 6705
364 451 5595
787 472 6215
133 856 1758
813 562 1771
179 25 4291
899 418 4556
483 346 3967
847 297 6875
130 488 2919
460 493 4089
170 33 3550
0 535 59780
478 240 5389
7 184 147
349 737 6015
962 203 6729
634 555 5265
0 711 15580
0 730 36380
567 764 1031
0 896 42250
794 177 4719
406 120 674
609 402 866
47 530 5895
675 933 1630
754 999 31650
467 768 4202
539 496 2714
957 402 6387
264 313 4216
778 539 2765
367 746 743
311 522 6260
590 391 474
175 209 5734
8 187 5059
626 14 4227
737 381 5271
845 890 714
309 972 606
518 906 6240
696 222 758
0 912 47110
536 742 2368
865 389 2755
751 98 981
86 415 706
995 76 5204
966 432 2376
223 795 821
0 982 30270
302 469 2627
140 310 2901
975 776 244
59 945 1844
127 630 3640
191 527 6888
120 306 6027
467 416 6382
99 278 4382
986 78 2773
766 338 4667
770 307 5365
99 320 6482
282 139 6132
792 621 5549
68 962 3709
426 304 1114
554 731 196
1 185 6191
98 523 2832
237 940 6094
372 990 3957
363 909 4180
0 138 43790
0 155 55880
599 999 17090
928 19 2112
541 4 1959
212 256 1340
0 239 20040
385 92 6991
759 461 5235
444 151 728
509 755 6476
408 998 1660
50 631 2263
810 761 5801
623 68 1530
800 850 2182
602 320 2222
484 533 1752
472 449 6471
763 999 2580
95 119 1777
308 410 3147
519 505 6385
658 959 6149
806 999 28390
102 338 3342
583 184 6189
263 752 1884
264 251 5224
263 337 5785
116 709 1655
541 521 55
828 662 3914
242 999 34610
527 226 2467
833 849 1869
65 759 6920
434 120 6193
703 798 3636
692 350 2987
324 355 215
499 667 156
156 69 5417
241 182 6767
949 362 2551
887 631 3379
19 547 537
793 147 4108
783 800 4524
722 57 2855
135 256 3228
261 965 1098
363 117 6292
699 16 4732
523 680 5603
879 101 6097
352 338 6007
703 519 4206
850 892 4903
624 963 3906
44 437 2507
357 219 4185
849 641 1942
32 468 1126
708 894 3568
957 146 4559
734 591 5678
290 245 5241
982 66 2748
517 950 4884
259 512 4162
958 500 5406
89 843 6236
189 432 2246
0 591 70
210 102 392
76 569 100
559 802 1412
918 770 2575
0 705 39540
766 212 3653
580 817 122
10 264 2120
73 761 2114
673 500 2370
334 787 6877
647 401 2963
194 40 5667
0 567 32100
830 769 4605
364 746 693
465 361 4430
465 764 5813
154 307 838
587 437 2527
284 855 245
827 373 4956
383 890 6818
813 999 50740
114 932 338
414 82 6786
108 495 4748
744 190 1544
527 165 6256
748 146 1592
920 996 1114
486 999 35290
819 645 4114
981 400 2881
282 356 855
178 657 324
328 580 1135
73 694 286
931 91 1293
809 756 884
926 999 63600
894 492 5146
67 111 4778
307 29 6361
0 900 3580
87 684 5074
145 608 3778
974 647 4558
272 897 3591
318 98 2315
460 230 4895
727 594 3557
671 660 4484
274 764 5754
963 146 2135
92 800 3751
352 991 773
390 12 3270
342 839 382
844 462 2913
432 310 3716
891 341 5333
149 160 2456
58 793 1066
365 695 5186
557 999 31450
698 606 1075
81 170 5757
610 161 1964
22 153 3525
99 794 6844
664 433 5531
112 288 6324
115 126 6887
83 511 1606
864 192 5397
179 658 1833
344 850 4849
391 911 519
198 999 19060
543 997 1217
107 707 2682
202 225 5498
30 187 4068
418 454 6936
676 271 5409
781 990 5972
805 530 2068
333 603 4260
305 143 3135
83 736 803
322 372 2506
628 999 35010
4 52 5458
918 440 307
74 900 2386
954 190 2879
51 163 5232
908 289 5056
664 525 6468
951 90 5005
162 810 3453
776 170 1043
0 225 65120
80 945 4777
1 471 4247
0 906 16700
643 999 43290
459 192 1726
0 135 11910
95 107 6355
0 368 34360
903 999 34950
747 225 1011
754 504 1955
405 531 2551
144 1 3732
188 769 5829
680 563 3511
608 27 3185
589 968 3004
0 965 56780
509 155 760
833 347 3288
105 972 6829
533 587 6424
56 831 5212
251 256 5989
757 841 3133
539 697 1638
819 623 453
903 72 338
20 311 2071
551 741 6245
776 726 6057
401 228 2470
571 180 5111
426 16 6889
321 511 5263
0 718 7170
508 814 6063
535 720 2112
157 844 1984
434 401 5832
763 93 4487
468 855 3237
894 564 4033
862 289 6162
864 913 6174
291 361 3053
323 856 146
251 740 2098
799 727 6707
991 812 5964
868 250 2856
950 162 1887
384 655 6447
166 350 1220
123 255 2610
419 875 2548
979 577 2561
841 276 6938
298 889 4814
243 330 835
420 655 1676
832 787 3864
101 429 3509
924 891 2665
358 711 1125
48 112 1242
494 482 6432
547 723 5169
477 999 53300
630 781 5051
655 897 5111
0 704 40660
982 685 1466
569 948 3963
521 131 2253
703 844 6248
19 881 6653
96 910 50
500 116 2555
851 175 3902
0 756 29150
404 364 546
441 84 5975
393 91 6026
406 906 2451
629 975 1229
242 198 4637
320 705 5140
808 510 4877
569 195 6871
847 371 5187
520 624 3385
839 662 1137
513 659 4700
500 789 2966
116 730 4108
611 386 1437
707 127 767
283 999 68090
0 512 62850
208 586 6549
171 999 3260
880 38 4457
75 435 1782
53 757 4906
368 999 49940
168 599 4110
497 553 5721
0 609 50830
77 994 4317
463 918 227
0 197 31460
253 628 2703
541 890 303
379 352 5349
232 329 3434
652 554 4350
170 82 3967
817 999 54430
960 726 3704
294 443 3866
680 823 609
443 828 5259
234 161 2759
491 506 1050
440 768 4100
676 675 2901
0 341 22990
118 374 6464
442 526 3939
743 735 5142
51 550 3435
719 208 807
941 265 6366
261 924 4624
111 502 2724
438 636 4910
893 862 119
14 843 3169
219 622 4146
930 99 3788
658 319 2443
655 320 3329
156 261 4806
772 514 727
22 165 893
698 778 1484
290 225 4149
945 933 728
853 584 6827
849 976 2817
872 558 4316
751 164 6951
288 983 6041
720 500 1848
947 248 4344
698 469 6791
721 343 3550
690 794 4613
838 974 5330
891 767 1641
125 430 4675
3 999 20480
225 36 3891
109 599 4314
139 295 4685
817 524 149
528 999 56840
287 926 3629
850 201 1738
549 294 6944
355 531 2375
27 213 1722
422 15 2159
397 593 5897
889 578 6993
502 990 1643
169 809 3806
977 380 380
879 279 3759
0 915 26730
119 248 5764
374 85 3474
756 809 1955
22 56 4222
0 263 13240
781 232 2932
970 789 6310
748 349 3092
0 416 33800
845 280 1776
195 46 4504
488 633 3567
485 354 5173
877 738 2369
905 103 3606
728 66 4542
377 892 1167
655 712 1298
229 532 6869
617 292 1318
127 319 4714
627 27 64
271 280 3672
814 566 586
687 811 1961
145 999 65870
455 438 2104
94 879 880
616 999 57680
755 393 4196
969 473 560
324 999 67370
435 177 4459
491 92 3994
664 905 318
787 599 6919
297 612 2072
427 567 1174
325 46 547
161 575 1130
987 525 6174
447 345 5224
620 916 2385
718 703 4990
715 902 2359
987 159 2998
794 903 5628
928 568 3992
0 963 45520
735 13 885
966 285 6089
136 571 3545
824 999 24690
121 454 3013
27 815 5529
103 214 4521
937 114 352
137 645 1613
244 223 3492
518 769 1613
586 666 6824
0 189 60260
118 909 6278
949 11 3846
992 223 5754
851 566 2698
817 54 4733
755 783 4552
967 9 4685
619 377 6522
33 300 4786
709 999 32390
613 168 3181
64 643 1594
538 920 5560
669 600 3659
644 67 4084
630 984 6563
155 193 5991
569 230 1969
907 954 992
423 760 6589
773 367 4229
537 493 4272
398 822 5472
913 297 6611
194 636 4893
766 627 1534
223 984 2771
898 48 6012
886 691 4375
60 999 27590
337 632 5394
86 229 3451
5 449 4789
644 885 3896
633 914 6660
247 739 97
929 772 6313
28 921 3147
104 295 5422
305 200 3336
970 888 3551
850 696 4488
70 566 5379
722 788 184
238 389 1760
654 81 6039
761 254 5112
14 738 6444
838 543 920
825 867 5910
19 674 235
316 820 1986
426 22 3997
935 428 4689
909 445 6172
877 3 5403
412 574 1535
933 336 4450
660 750 4028
742 808 2821
614 929 741
49 176 2689
997 13 832
280 430 1920
106 39 5257
435 590 3633
222 29 4651
749 95 2111
33 920 6393
615 68 3714
87 995 1042
397 897 2162
448 215 4979
913 603 5555
975 197 2733
904 305 1069
207 874 1330
144 931 1301
352 319 4369
59 640 5164
216 868 3320
258 364 4351
592 297 1955
480 547 2756
351 832 4064
237 317 2343
576 886 1532
899 507 4791
710 489 1244
186 360 3317
4 377 73
383 183 2000
84 403 2530
148 722 1994
528 672 4596
687 23 3030
442 423 501
676 699 6341
756 584 3331
900 818 5397
786 749 3462
126 123 4515
54 261 3613
12 686 2920
799 271 2573
446 999 51090
250 627 4317
716 570 1398
762 398 3342
837 289 2446
859 735 6647
547 781 2932
451 9 5710
728 698 1368
665 518 3770
835 270 3373
624 839 957
423 740 3993
0 288 56960
442 183 4371
675 469 3239
523 468 3245
76 452 4239
861 455 2379
974 612 5605
27 305 6715
116 435 4437
0 790 25220
368 235 1390
306 901 3910
148 898 6848
973 757 2232
299 813 4910
646 168 5503
983 232 4953
510 182 3098
737 300 6152
45 447 1082
153 753 6121
417 68 970
261 888 4716
313 855 5353
0 959 18030
201 158 4230
304 692 1393
49 930 5106
157 150 6100
801 221 5473
334 108 1999
113 813 2599
275 240 5694
201 309 6089
931 47 1085
12 332 3425
664 23 1531
288 97 1217
597 234 4940
603 445 1655
309 70 558
513 948 275
177 276 2780
118 66 3583
252 879 6716
161 522 6644
488 984 741
35 439 189
983 554 6017
717 332 5054
330 629 3820
828 836 5270
83 306 1704
654 295 5910
841 769 3981
516 836 3576
686 990 5413
637 343 508
175 951 595
599 797 2474
170 904 249
337 908 1997
141 242 887
126 492 1461
0 817 28760
575 599 3730
92 32 366
852 326 3169
141 283 1904
807 232 2224
763 707 6726
394 791 5481
4 74 2462
579 188 5719
437 343 6657
761 884 2316
322 335 2844
750 70 2158
888 43 2778
562 638 327
710 450 1925
0 989 4280
996 988 3065
770 216 3529
956 67 1489
15 125 2600
660 859 5470
990 999 30940
459 194 5793
258 980 2809
920 125 5917
520 270 5468
233 589 2808
841 217 3211
53 680 4024
859 719 1145
886 746 937
523 417 4763
331 681 4459
202 151 2547
303 277 3967
398 617 4384
816 411 2477
0 548 5800
264 205 117
455 203 5461
411 201 3728
483 619 4117
393 599 2706
439 853 2417
562 176 6761
724 499 4442
777 215 1687
746 421 3965
867 1 3276
633 115 3190
10 5 2217
396 563 1038
673 576 4513
502 218 3366
817 446 3718
109 130 988
350 535 3558
814 103 1072
8 582 1397
581 132 2073
318 359 1411
239 896 3485
952 137 6058
490 999 69310
180 392 635
779 650 6685
500 496 2802
982 803 3875
778 999 53440
864 748 88
535 976 2582
664 485 4531
813 676 2059
866 228 6619
0 127 68500
394 629 4261
304 1 1555
843 171 4822
290 838 5459
729 656 3432
971 473 6306
878 995 1094
133 293 1519
510 711 1119
0 399 5100
621 254 5248
866 833 5077
668 27 5738
563 797 6912
896 33 2193
701 971 1503
139 456 6171
514 328 1441
586 73 5046
556 892 4238
102 224 5215
20 948 6394
871 621 4209
467 507 6456
770 926 5027
11 469 626
12 915 1179
626 92 6142
139 231 5220
800 723 1637
506 595 2925
708 808 3748
668 636 1904
960 244 1141
370 161 4136
742 832 4776
221 990 770
2 383 3083
898 514 2869
885 204 1377
303 379 3722
113 263 4217
364 428 1091
581 272 5523
613 937 307
720 915 5681
699 506 3292
862 840 6126
122 999 69600
190 683 5751
843 432 6924
346 61 964
429 976 3441
130 898 4933
538 223 3816
191 951 6136
564 885 4458
206 383 16
736 749 3329
77 422 5406
954 561 2677
960 841 3653
487 33 956
347 753 3676
988 46 2441
882 951 4586
625 763 1015
292 635 5697
721 10 3000
176 391 5968
472 233 5458
0 293 63990
349 135 4052
117 69 3829
551 220 5184
771 644 5070
67 674 4691
112 181 1402
974 886 6557
506 124 239
557 731 27
413 53 6987
584 917 6723
715 790 1186
28 978 3625
315 417 6073
309 273 1684
954 675 2192
531 597 5547
129 109 4160
565 785 5654
686 892 6571
59 811 2639
151 345 6673
934 795 6855
76 54 3695
686 591 21
696 386 6476
760 919 4586
0 301 10890
115 764 6512
821 137 4759
0 117 6700
391 19 2327
279 809 2640
727 578 5634
836 997 5166
415 306 1240
231 411 2879
987 653 5938
0 276 29550
116 613 5130
46 185 4597
504 73 3209
36 350 698
0 942 25050
512 302 2962
337 90 1897
304 229 2855
964 137 6058
74 957 1931
635 717 6186
728 906 4623
317 733 2740
853 792 5437
577 620 6877
207 340 3495
552 407 1949
759 999 26240
683 939 4626
40 539 3651
893 999 59580
597 763 156
973 756 5367
846 603 4697
677 185 6035
618 495 5983
737 9 2542
165 195 4365
704 512 1137
68 818 2028
265 845 3945
526 547 336
18 731 916
753 286 3570
0 190 10270
280 880 2168
640 168 228
348 80 6211
552 778 2868
234 251 2483
499 109 3437
0 737 25060
261 342 750
581 816 5879
317 362 2560
787 298 5175
152 872 3527
48 670 5908
305 763 6358
623 624 1051
211 887 55
512 460 2114
926 291 2951
365 485 1544
653 272 2771
652 210 5037
691 502 4177
450 394 4568
0 421 62760
863 209 4542
32 104 3278
823 522 6433
645 404 6070
312 222 2374
917 533 487
333 550 1773
885 739 3256
802 966 733
703 788 2142
859 132 1229
941 689 5047
336 89 1386
83 877 3071
285 718 1379
235 626 5361
75 374 4429
367 686 4436
891 999 57090
114 488 3389
831 476 5400
276 889 5137
265 634 6781
176 733 3581
920 213 3641
922 665 377
475 220 5179
452 357 4070
792 126 4694
954 226 2227
0 842 48870
605 149 1450
29 960 4425
750 932 4304
337 999 5310
748 53 4970
718 255 5727
798 400 2537
777 999 56240
379 425 455
773 514 1318
765 999 30370
786 412 5734
26 529 4492
104 67 3256
374 532 3347
414 236 430
914 198 3147
708 644 1071
772 316 6902
627 629 963
618 779 4903
52 347 4137
85 28 5848
888 907 6925
357 414 2780
387 430 5546
742 40 466
95 31 2085
304 756 3942
424 79 1570
186 271 4156
491 956 802
470 20 6768
781 499 2860
710 496 5909
854 316 4992
78 50 684
443 236 1902
533 374 2484
0 676 46050
513 893 2514
155 559 3053
361 148 2179
66 375 345
818 999 2480
747 299 3211
53 593 6553
679 234 4669
496 311 4906
989 161 6437
752 291 1810
227 508 3137
204 403 1286
763 292 420
463 879 3444
872 486 837
746 717 2635
759 271 3313
60 916 2163
900 252 4143
99 207 979
612 348 888
860 58 701
622 220 4326
477 160 2317
814 827 5421
386 313 854
330 644 6169
838 600 2582
1 989 3584
792 546 4420
681 311 1746
909 329 127
314 154 5601
446 562 6403
0 729 12910
192 754 3775
730 470 6623
912 999 62430
875 177 1713
672 96 1099
250 228 5036
882 477 5552
544 20 170
930 937 3189
967 418 5150
805 614 3390
0 343 33700
739 427 5540
388 903 2245
473 46 5987
732 852 2205
976 792 445
655 339 6461
4 999 7330
995 142 1735
926 846 3256
869 999 33370
290 613 1729
649 920 4925
527 622 6001
472 433 4485
391 410 4266
597 47 2391
664 129 373
342 65 5690
588 519 775
983 635 5891
865 775 5443
930 52 2000
837 580 4945
811 350 1587
48 803 2765
736 884 1840
659 604 293
164 849 1007
962 953 4341
502 999 53570
449 388 4540
588 896 5731
460 38 6472
776 684 6888
169 521 526
576 940 4635
263 419 1597
828 182 3143
175 98 1378
853 760 4678
0 919 35600
411 571 3550
677 598 4867
517 562 4257
739 377 4533
642 115 614
341 71 2933
32 913 2010
940 913 469
207 414 2602
47 938 3255
441 903 4159
0 284 12360
277 999 57290
953 813 3319
124 433 1321
250 875 1316
473 440 2806
0 430 57330
972 437 4512
452 578 670
426 309 275
588 84 5147
985 86 4748
462 999 47870
2 38 715
569 423 6385
757 164 6093
695 364 2899
46 999 22590
539 638 5133
976 677 4117
169 784 1251
240 186 3564
684 517 3521
929 449 5969
335 361 2226
227 646 316
46 869 1929
479 654 6152
427 847 614
607 35 2550
487 918 6492
680 881 3
307 220 6615
8 98 5658
141 854 3970
237 696 3186
786 392 6315
852 758 6664
804 509 2352
988 894 185
970 285 802
49 273 6783
562 980 527
671 224 5571
816 641 5360
993 999 49140
688 399 5170
162 121 6525
632 624 1564
48 389 1952
983 49 3477
896 441 1197
511 572 6907
732 646 5370
795 694 1700
0 178 65430
905 22 6758
776 273 995
338 616 5312
418 999 37410
848 729 4525
637 425 3702
634 596 6988
746 297 5323
395 506 749
506 536 5838
597 955 65
957 438 6650
675 328 6927
147 490 6488
155 721 4965
77 740 5942
588 133 576
936 416 4977
446 109 528
118 687 409
867 110 4218
150 999 24250
504 559 2324
312 370 5040
954 616 3825
636 935 2856
684 894 852
236 407 666
36 738 4624
571 9 6789
549 794 6984
807 738 6528
353 309 3128
717 61 2345
836 62 2424
873 768 3605
886 966 6591
968 132 455
70 851 1867
0 391 28390
289 999 38240
733 103 1417
656 889 4272
703 854 5006
68 736 6317
552 999 57330
187 763 4234
759 343 2852
210 999 14260
12 826 1101
762 414 3241
974 989 3088
298 519 2748
625 823 3927
723 349 2845
802 389 594
577 269 1406
738 420 2401
376 209 511
476 378 5220
412 324 1
285 393 2552
112 526 5729
308 427 2667
805 388 3660
510 436 392
749 402 5250
398 182 4453
897 109 3979
411 204 3943
990 503 4546
732 994 5915
913 477 736
798 393 2350
841 823 1858
124 456 1611
726 196 6968
867 912 1614
20 91 2453
667 877 3589
409 999 2660
0 423 60410
913 158 520
501 864 6891
382 858 2959
941 121 4842
493 593 3682
389 763 3217
665 170 2193
300 432 5415
341 358 3378
943 643 4493
682 775 3785
174 387 5933
949 158 6199
31 718 6630
0 207 8480
73 364 6879
189 803 3065
0 786 63780
316 832 3463
471 748 6829
77 999 14480
146 162 2565
550 7 6037
855 204 797
22 641 5448
787 40 3092
770 696 547
605 974 1261
398 921 5479
449 654 5765
551 140 3725
46 330 2783
853 183 811
713 562 4974
0 20 31030
213 817 5330
133 457 2525
987 337 6422
538 71 4352
473 390 4870
88 382 3691
908 770 2149
476 35 3831
11 828 2061
175 499 31
763 301 1338
285 54 1718
835 118 5035
73 594 6955
670 769 4565
792 420 3035
27 513 5898
846 425 2420
114 43 6402
922 857 712
7 505 5605
217 398 6810
303 999 570
215 125 1323
925 242 911
776 28 6958
956 295 962
230 380 1689
129 634 1328
493 413 3815
362 999 32400
508 868 675
875 739 6101
15 850 6949
416 451 6711
537 662 5976
0 777 65780
679 357 4612
415 596 2279
697 876 3195
403 111 1699
486 736 1264
593 344 2578
798 933 3616
254 244 6502
514 493 975
685 672 25
541 620 1168
5 187 1688
171 823 4171
368 57 5709
890 869 6254
916 335 1565
66 925 4173
180 580 5795
425 164 2863
725 577 1985
880 49 5208
708 490 6765
414 264 6853
553 955 546
0 978 61560
605 242 3486
704 923 6091
320 999 9510
954 748 227
884 915 158
0 880 18850
689 178 1150
991 999 52260
602 489 5412
344 900 2821
39 729 5218
836 93 3162
949 811 945
964 436 6567
840 157 4916
733 94 389
280 671 6499
26 50 372
166 41 1427
234 899 337
942 896 6870
981 818 1771
352 819 1293
961 169 6197
494 747 2550
464 544 902
425 399 3402
885 371 5512
364 617 5643
939 243 5427
152 103 1003
762 668 5731
960 505 4268
906 999 14700
20 771 1808
405 318 4614
0 211 17790
4 965 5863
934 832 4446
1 168 5554
80 66 2075
164 254 5599
231 841 6729
604 5 4673
121 355 6781
665 293 6787
437 980 4579
55 248 3429
405 521 241
641 696 5285
37 610 3987
281 994 4494
557 834 6404
457 445 853
512 213 6667
866 596 382
637 518 4645
869 967 3658
850 149 6131
657 500 5642
584 393 1098
230 528 6256
905 554 2718
66 159 5484
397 468 5469
719 26 2993
715 571 6529
458 510 2079
83 107 6436
622 867 788
328 178 2331
396 589 1598
400 649 100
647 91 4492
467 123 4824
866 438 2492
645 134 4267
427 625 902
441 711 4687
484 988 1610
117 816 6075
490 424 3890
405 676 3245
247 854 6009
832 532 3472
399 173 2495
47 999 26360
317 444 5547
797 909 1213
177 826 1726
795 166 2932
545 239 2756
414 806 3586
782 42 3968
73 416 461
34 704 2536
0 986 62910
54 863 6297
729 449 3031
837 625 5691
199 560 5470
66 357 6968
80 17 4360
44 566 162
931 704 5442
592 346 1760
780 719 1976
528 42 4948
348 292 4049
755 674 1973
238 493 5957
403 50 2161
259 869 1325
324 345 6022
0 577 50930
526 496 1000
479 922 1567
121 853 4501
264 131 3769
784 715 3802
694 4 6953
399 334 5305
0 719 64820
889 457 3014
782 903 2001
154 976 570
635 314 4682
889 558 1112
982 89 6640
691 72 723
697 198 2129
475 190 4529
265 906 4587
431 645 5104
441 790 6885
870 42 683
434 932 6278
853 834 4813
810 426 1845
248 929 3839
41 895 6550
364 250 3499
34 22 6207
982 999 53470
203 235 3782
272 792 2807
64 443 6532
550 115 6899
316 562 6035
220 297 5081
639 341 210
78 91 765
408 584 4589
193 997 720
598 997 910
803 686 277
714 355 6792
244 458 2186
389 266 4235
670 999 48750
409 283 1754
837 410 977
475 951 1680
998 753 616
969 952 1867
